plt_cn	subp	refVOLUME	predVOL_k1	predVOL_k5	predVOL_k10	predVOL_k15	predVOL_k20	predVOL_k25	predVOL_k30
100232789010661	1	2425.657	3854.31	2656.4566	1956.7328	2159.651067	1986.68525	1870.90924	1756.232433
100232789010661	2	1645.564	3854.31	2656.4566	1956.7328	2159.651067	1986.68525	1870.90924	1756.232433
100232789010661	4	1541.423	1830.223	2656.4566	1956.7328	2159.651067	1986.68525	1870.90924	1756.232433
100232872010661	1	2602.014	1171.954	706.868	851.1456	1310.2982	1555.25585	1569.9438	1574.306867
100232872010661	2	3625.873	1113.695	1335.8858	1276.2769	1230.327933	1368.8251	1356.199	1359.827867
100232872010661	3	1254.457	2755.615	2226.349	1980.4516	1958.098	2021.01815	2134.74264	2184.229433
100232872010661	4	3077.643	822.01	1367.6612	1245.378	1373.393533	1566.4802	1462.1106	1482.741933
100232990010661	1	3337.472	2660.727	2423.849	1964.3069	1887.729133	1688.60165	1629.846	1525.202233
100232990010661	2	2644.57	2080.52	1420.8844	1367.3575	1750.673533	1694.53115	1620.93804	1692.7162
100232990010661	3	1883.357	2469.962	1227.3312	1994.4819	1666.321067	1623.44575	1534.0998	1712.358033
100232990010661	4	2870.896	299.96	289.6982	838.2133	1294.112333	1404.6664	1419.55852	1472.0519
100233123010661	1	4181.234	2295.129	1180.4314	1465.3205	1498.0386	1432.65555	1481.2304	1428.384467
100233123010661	2	1200.223	2242.247	2369.748	2042.7658	1582.260933	1819.4713	1796.91136	1614.188733
100233123010661	3	4695.906	296.865	1340.2198	1827.5695	1801.979	1505.27875	1676.81316	1604.0791
100233123010661	4	1707.393	2029.711	2114.5054	1856.7608	1811.834867	1630.73605	1651.85968	1648.623667
100233238010661	1	2869.96	866.206	1973.9904	2294.5151	1970.778467	1740.831	1697.0668	1589.626533
100233238010661	2	2469.962	1883.357	1110.0102	1204.4945	1814.477133	1630.37745	1601.819	1540.795933
100233238010661	3	1073.144	2531.534	1136.79	1396.0906	1584.706267	1760.15225	1810.525	1721.679567
100233238010661	4	1127.768	2080.52	1164.9174	1728.6609	1454.543533	1901.14425	1821.34988	1799.414
102443363010661	1	583.166	4387.43	2316.0846	1743.7022	1910.909267	2155.4562	1832.87348	1796.092167
102443363010661	2	2029.711	1707.393	2289.0806	1819.5769	1901.390667	1837.2166	1792.19704	1787.9533
102443363010661	3	129.767	1842.267	1128.4664	2066.4533	2095.851667	1985.99675	2156.60052	2143.328467
102443363010661	4	512.941	332.724	1670.5044	2120.5566	2082.9014	1840.0348	1564.51736	1618.3861
102443417010661	1	932.492	3773.093	1663.5718	2373.6711	2295.3138	2254.97015	2218.8552	2078.082367
102443417010661	2	3119.54	3766.946	1754.3868	1587.5267	1929.471933	2139.66155	2122.51704	1987.987633
102443417010661	3	1719.464	1865.211	1705.729	2354.3709	2229.4076	2047.89675	2070.48208	1941.883167
102443417010661	4	2286.658	2755.615	1327.8172	1700.6796	1777.482933	2057.8746	2114.64928	2144.204333
102443420010661	1	2891.682	156.639	1379.729	1302.9734	1369.1792	1468.8151	1396.42676	1302.758767
102443420010661	2	2660.727	5595.127	2384.1264	1999.0277	1604.531733	1534.26235	1543.00684	1724.187367
102443420010661	3	1948.655	551.937	1085.2714	1065.6136	1537.182333	1644.58295	1592.74712	1529.061967
102443429010661	1	7765.525	1951.886	1349.4486	1319.9047	1403.9742	1544.4215	1539.62936	1754.105767
102443429010661	2	1778.42	946.909	2029.3112	1860.2257	2316.338867	2386.5237	2152.3316	2118.4755
102443429010661	3	1732.737	51.973	1298.0466	1692.1779	1870.276933	1796.53005	1783.05604	1732.239267
102443429010661	4	4059.267	946.909	1212.8028	1319.9047	1624.5096	1837.6929	2223.01276	2047.662133
102443432010661	1	1210.742	1244.823	945.1896	996.7738	1196.007267	1210.47705	1078.62456	1256.018267
102443432010661	2	1675.777	1087.76	1746.6078	1750.7752	1629.7138	1520.8279	1732.67176	1581.7895
102443432010661	3	2439.437	2861.076	1356.562	1215.6473	1132.980333	1285.6311	1322.595	1374.579333
102443432010661	4	902.727	251.866	945.1896	1069.61	1101.971733	1181.56225	1177.76736	1234.170533
102443435010661	1	755.842	6120.749	2569.5992	2635.487	1884.300867	1775.74615	1648.75156	1788.0331
102443435010661	2	1793.213	144.93	910.2138	1546.2215	1664.238	1751.66795	1653.715	1714.694067
102443435010661	3	1018.944	85.474	870.9554	1441.5316	1812.080733	1526.62645	1822.92344	1856.950833
102443435010661	4	4108.934	823.824	1873.9902	1720.7886	1765.9108	1548.44865	1809.03204	1633.186233
102443441010661	1	1256.073	2300.149	1423.6318	1209.4367	1448.043	1491.19945	1566.93492	1768.3179
102443441010661	2	2369.098	502.749	2685.6972	1855.6537	1740.192467	1643.92075	1640.8988	1557.497967
102443441010661	3	2352.484	2633.38	1311.507	1615.8019	2148.3786	2193.92	2085.43904	2001.640967
102443441010661	4	1676.774	436.752	828.259	1911.8383	2481.329933	2521.77335	2182.99924	2096.887467
102443444010661	1	2524.247	91.123	849.436	1645.9228	1594.240333	1502.02525	1655.58568	1673.2108
102443444010661	2	144.909	91.123	1202.4504	1645.9228	1594.240333	1481.5755	1640.94208	1585.4811
102443447010661	1	2350.217	760.061	908.2478	960.3812	995.203667	1155.36015	1163.20364	1337.728733
102443447010661	2	2133.995	760.061	932.7628	960.3812	1064.470067	1045.9869	1300.11356	1337.728733
102443447010661	3	1883.599	760.061	784.8558	960.3812	995.203667	1155.36015	1163.20364	1337.728733
102443447010661	4	2677.118	1242.476	1146.7638	1145.5906	1335.194267	1188.65955	1497.337	1500.1693
102443450010661	1	2654.041	620.198	891.6714	1164.3129	1112.719267	1137.4949	1289.51104	1245.611867
102443450010661	2	1276.691	176.421	1203.901	1660.5681	1411.3528	1460.92485	1344.84032	1469.838367
102443450010661	3	3000.696	1698.176	720.113	984.1508	1061.4302	1092.88055	1061.88232	1160.911033
102443450010661	4	822.01	189.986	781.262	1721.5814	1779.79	1556.0116	1419.52784	1484.709533
102443477010661	1	4644.261	3536.985	2129.5232	1613.312	1707.745467	1422.3986	1333.87712	1370.525867
102443477010661	2	1533.41	791.048	778.8974	1246.055	1104.9586	1284.27995	1597.99868	1545.050333
102443477010661	3	1028.493	467.485	779.238	888.9427	1253.813333	1328.99065	1384.68332	1337.741633
102443477010661	4	1564.395	670.817	2231.5808	1806.6357	1558.407867	1556.7416	1849.89008	1652.290267
102443480010661	1	1359.036	302.636	2163.5612	1405.9508	1498.951333	1451.1389	1424.22136	1396.625467
102443480010661	2	6120.749	755.842	2234.46	1684.2682	1475.7208	1408.2707	1394.35556	1424.865533
102443480010661	3	2405.369	161.229	816.7968	1405.9508	1310.161933	1503.96005	1574.7984	1443.790767
102443480010661	4	1695.606	269.054	1762.2034	1518.3027	1564.6078	1367.9922	1361.97032	1430.918
102443483010661	1	1766.199	423.402	1177.394	1391.5788	1582.001333	1462.4799	1641.82328	1538.998933
102443483010661	2	366.439	1191.896	1251.3914	1473.3145	1645.368533	1816.0388	1567.43288	1593.1951
102443483010661	3	2080.52	291.456	1550.2952	1424.9702	1556.233133	1531.5761	1796.34676	1644.3624
102443483010661	4	1389.663	346.604	1393.5894	1252.9715	1430.2932	1521.8093	1775.05168	1805.842733
102443492010661	1	761.869	1784.712	1901.7218	1300.4234	1279.380267	1754.7083	1694.89096	1649.2079
102443492010661	2	619.839	2883.856	2499.516	2236.9177	2125.699533	1880.9365	1685.28024	1634.890067
102443492010661	3	230.51	2925.978	2811.241	2048.6017	1665.411333	1739.40035	1612.82116	1508.610933
102443492010661	4	91.123	1143.474	1356.423	1479.7016	1422.443333	1557.6829	1759.23928	1594.085267
102443495010661	1	1572.526	2352.812	1269.5372	1617.3212	1353.090267	1275.3055	1322.04664	1381.9966
102443495010661	2	1842.267	977.092	782.2874	1113.8167	1742.858733	1705.2828	2064.1356	1957.7374
102443495010661	3	731.348	5301.807	2266.3146	1955.7933	1741.093067	1917.8757	2003.74548	1853.784867
102443495010661	4	1864.398	3859.098	2257.4104	2292.8443	2499.2502	2481.0615	2235.6004	2095.0227
102444371010661	1	3054.952	1029.608	1513.2352	1313.7293	1727.415467	1644.89605	1734.78548	1660.446533
102444371010661	3	1526.081	3526.213	2370.3486	1873.0332	1854.768333	1972.256	1750.85512	1833.844033
102444371010661	4	958.986	3167.119	1786.1656	1470.4473	1577.389467	1595.1708	1473.65652	1712.075833
102444374010661	1	1487.798	1850.006	1537.7522	1528.1255	1620.326133	1734.114	1671.99344	1791.399767
102444374010661	2	1291.941	2739.614	1708.8874	1512.9175	1471.902667	1458.6085	1493.59968	1589.004733
102444374010661	3	1295.433	2247.979	2217.3386	1759.3591	1582.699933	1505.6625	1495.9214	1407.704933
102444374010661	4	920.958	1703.197	2009.092	1478.2797	1293.6784	1429.5821	1422.20108	1464.380167
102444605010661	1	670.33	160.529	1831.2388	2114.9666	1762.5794	1505.5023	1565.25788	1523.917067
102444605010661	2	1585.307	1126.42	900.7526	1014.9574	1016.685533	1026.75405	1401.26016	1515.321633
102444605010661	3	2094.897	809.207	630.8672	1012.754	1294.800067	1138.53555	1249.7138	1321.344867
102444608010661	1	1285.229	1490.442	1164.665	1382.9419	1472.087133	1465.5735	1317.298	1376.5395
102444608010661	2	2464.39	1689.424	1372.2926	1226.9352	1151.257267	1205.88995	1230.92528	1301.454433
102444608010661	3	809.262	189.986	1115.5606	1648.3767	1480.773467	1379.84685	1380.65604	1478.1931
102444608010661	4	1758.791	5129.201	1767.354	1939.2449	1667.5074	1619.73665	1565.87348	1612.328033
55314475010661	1	2054.268	1804.42	735.8796	1379.4627	1242.927333	1393.1113	1350.41168	1300.8352
55314475010661	2	3536.985	4644.261	2631.7516	2065.0804	1821.783933	1641.84665	1400.75736	1543.334967
55314475010661	3	3444.73	955.05	895.7752	1038.5904	1807.302667	1669.32	1570.34228	1643.737067
55314475010661	4	791.048	1533.41	1039.5714	1380.775	1144.9208	1195.97345	1555.7398	1628.418967
55315043010661	1	3698.568	101.954	2337.9892	2249.8689	2038.575867	1996.78535	1836.4116	1740.482433
55315043010661	2	1948.745	2007.499	1439.248	2094.426	2256.795733	2071.1717	1992.0408	1963.595367
55315043010661	3	2503.762	1485.806	1278.785	1423.2747	1587.6626	1465.0987	1563.47636	1579.037867
55315043010661	4	1944.762	1227.936	2439.092	2136.5953	2106.455533	2116.6555	2002.6944	1970.628533
55315790010661	1	3859.098	1864.398	2430.7908	2434.575	2634.874333	2340.57015	2124.09632	2110.7855
55315790010661	2	3304.926	1477.834	1951.0734	2041.0809	1714.4176	1691.8446	1614.2666	1729.064633
55315790010661	3	4722.28	494.729	856.7016	1042.1357	1781.577867	2088.0207	1936.75376	1854.4454
55315790010661	4	1033.365	1885.742	1467.1714	1282.332	2046.624267	1973.6366	1999.32752	1967.0428
55316543010661	1	818.15	144.93	1415.5478	1556.926	1726.8164	1880.51325	1914.6974	1772.1263
55316543010661	2	2788.092	2898.567	1002.4968	1172.9049	1193.578133	1371.5929	1669.342	1645.6594
55316543010661	3	1830.223	1541.423	2390.0678	2204.8524	2150.688267	2082.23965	1942.35568	1801.251833
55316543010661	4	968.501	2425.657	2390.0678	2204.8524	2150.688267	1976.4078	1906.06508	1782.186567
55317082010661	1	2668.108	505.408	734.827	1035.8158	937.909867	1160.7479	1239.48856	1360.6235
55317082010661	2	2861.076	2439.437	1270.5062	1096.2216	1206.9102	1187.31875	1374.36304	1368.555433
55317082010661	3	1244.823	251.866	1061.7746	1070.2519	901.471467	980.3705	993.63424	1370.4479
55317082010661	4	1730.748	551.403	1061.7746	1039.2296	1032.717133	949.69915	1090.29204	1370.4479
55317585010661	1	1666.068	769.355	2415.4364	1961.9071	1927.2874	1802.6107	1672.56536	1657.804067
55317585010661	2	1672.637	2518.61	1215.1828	1245.1056	1408.2768	1369.6892	1572.95352	1648.586667
55317585010661	3	955.05	3444.73	2402.2164	2023.9448	1680.350933	1872.67755	1918.28016	2016.0165
55317585010661	4	795.991	5992.412	2779.7426	2023.7288	1592.6252	1619.38735	1616.69592	1677.888867
55318163010661	3	1027.759	2668.108	1044.21	1066.5066	1110.464	1221.95695	1218.64628	1456.3489
55318352010661	2	191.955	2439.437	1799.8576	1518.4632	1293.423533	1171.6841	1343.41768	1287.359033
55318549010661	1	1294.075	1293.42	1512.5236	1252.0457	1182.513133	1334.07675	1249.08624	1350.568767
55318549010661	2	1526.5	1113.695	1856.7426	1606.4548	1538.710533	1503.4887	1549.43468	1466.812633
55318549010661	3	1478.546	166.412	1722.5408	1734.2166	1808.364533	1694.17615	1689.03828	1529.8396
55318549010661	4	1645.041	661.591	1130.7808	1278.5975	1436.3032	1410.12045	1472.82264	1446.967967
55318934010661	1	18.827	1156.764	1229.4436	1273.4482	1218.960933	1183.80765	1260.03296	1273.231267
55318934010661	2	1698.176	394.867	950.6316	1110.7264	1145.7066	1222.4718	1202.60892	1214.3911
55318934010661	3	796.461	394.867	1259.852	1437.2267	1098.530133	1136.28105	1132.31148	1165.7448
55319095010661	1	1373.086	1686.488	1057.7894	1051.8386	1027.206467	1198.97985	1182.90996	1108.137767
55319095010661	2	661.591	536.411	1293.1888	1463.6905	1453.930733	1402.12055	1442.14604	1412.2684
55319095010661	3	3644.834	1975.53	1854.6838	1518.2222	1453.8846	1452.2287	1459.73716	1429.829067
55319410010661	1	1986.13	887.965	1631.2942	1982.2554	1659.659667	1579.89435	1534.61096	1558.188533
55319410010661	2	3314.326	578.261	1086.6002	1461.2107	1655.186	1478.32305	1311.32244	1440.6017
55319410010661	3	6508.806	3836.815	2714.6346	2900.4806	2418.750733	2013.10935	2001.06792	1885.837833
55319410010661	4	2777.19	656.761	1667.6484	1376.5409	1257.2916	1504.48805	1815.34288	1724.694067
55320990010661	1	103.528	3337.472	1791.363	1661.9845	1810.386867	1940.661	1946.68916	1953.2689
55320990010661	2	160.529	670.33	1210.0454	2248.8932	1862.432267	1569.70455	1572.64732	1493.6358
55320990010661	3	150.302	73.458	1388.2754	1712.6571	1821.622533	1831.5448	1912.91304	1816.7445
55320990010661	4	144.93	1793.213	1037.2924	1797.4421	1699.8338	1916.97935	1891.0954	1834.4611
55321221010661	1	2633.38	2346.813	1550.9994	1323.5529	2084.978933	2080.31605	2085.24416	2032.561167
55321221010661	2	1041.79	2286.658	2273.003	2249.9777	1877.861933	2165.42225	2243.2446	2154.235833
55321221010661	3	2570.772	389.398	1301.9736	1522.0049	1465.8638	1570.3945	1441.53292	1649.874867
55321221010661	4	1280.736	2426.481	1850.5862	1697.4306	2185.5078	2260.28175	2220.64476	1995.4094
55321674010661	1	2375.693	479.543	1424.89	1215.7875	1392.682667	1315.15825	1437.46392	1472.636767
55321674010661	2	1510.068	1835.666	1424.89	1251.5757	1319.2108	1448.5695	1447.71584	1408.285367
55321674010661	3	3139.485	3233.416	1883.479	2136.343	1874.263533	1776.5605	1640.56688	1626.503567
55321674010661	4	1305.968	281.256	1509.8134	1915.8281	2191.1122	2300.16015	2199.15488	2178.972533
55322164010661	1	3184.137	698.417	954.1194	1323.4756	1302.433	1285.6895	1298.18436	1314.541667
55322164010661	2	5420.147	585.09	1288.7028	910.5389	1178.065667	1043.3277	978.01116	1171.496067
55322164010661	3	3300.162	2036.132	1496.1814	1517.19	1729.187467	1548.5854	1638.70604	1503.348267
55322164010661	4	2681.939	2247.979	1794.7036	1516.8525	1458.8366	1430.4178	1345.4044	1268.2785
55322798010661	1	1850.006	1281.616	1834.725	1831.2296	1667.055867	1605.4814	1545.43256	1460.880967
55322798010661	2	1219.75	268.831	820.7764	833.6989	1242.207667	1286.6211	1303.13468	1310.210233
55322798010661	3	1293.42	620.097	1405.3212	908.5279	995.993933	1054.82725	1018.32372	1119.790633
55322798010661	4	1507.014	1276.691	1628.505	1857.383	1621.508933	1482.33415	1438.8126	1696.537
55323343010661	1	1485.806	2503.762	2108.702	1683.6106	1728.895467	1583.1789	1675.04968	1688.656133
55323343010661	2	1425.532	2175.945	1791.2784	1680.5048	1499.628	1746.01165	1545.72004	1531.4168
55323343010661	3	1865.211	1719.464	1676.5796	2289.883	2220.9508	2162.91365	2071.315	1923.111733
55323343010661	4	1364.99	471.722	2440.8808	1974.6898	1800.700733	1831.43975	1825.62316	1831.877
55324015010661	1	494.729	1590.49	1057.9226	1696.1012	1571.043933	1928.235	1996.37012	1971.19
55324015010661	2	1885.742	265.85	1296.696	1784.1796	2048.990333	2142.0729	2172.54056	2091.8847
55324015010661	3	2922.947	1944.762	1874.1904	2244.2041	2379.553133	2234.81025	2011.5862	1908.704533
55324015010661	4	1882.321	4326.481	4842.607	3180.5706	2741.589267	2482.9531	2259.8628	2126.3881
55324712010661	2	479.543	1044.314	1651.2366	1573.2321	1500.418733	1513.93465	1416.37208	1442.675567
55324712010661	3	166.412	1478.546	1984.9676	2006.4111	1895.840133	1840.90075	1741.52364	1715.108567
55324712010661	4	432.554	483.124	1428.0892	1285.813	1393.722667	1339.95565	1424.49052	1406.595
55325324010661	2	142.514	1333.527	1397.626	1201.7535	1753.120533	1586.09385	1523.14596	1488.934733
55325476010661	1	612.551	2094.897	1003.8608	1260.4699	1277.754133	1379.7409	1510.48376	1566.549633
55325476010661	2	939.064	2094.897	1003.8608	1370.2867	1420.1346	1514.9549	1629.30304	1611.602967
55325476010661	3	809.207	2094.897	1466.8968	1321.9202	1327.717467	1188.19155	1228.57972	1267.0832
55325476010661	4	215.253	2094.897	1003.8608	1190.7501	1420.1346	1295.50625	1482.00844	1410.421267
55326314010661	4	1611.129	673.611	1347.348	1589.5334	1851.120867	1895.4781	1850.29332	1794.4722
55326429010661	1	1744.023	2565.273	1518.9762	1221.3795	1319.352667	1358.90075	1633.61248	1615.5384
55326429010661	2	3927.355	693.497	1725.1106	1925.9492	1644.0048	1484.73085	1492.68072	1459.000467
55326429010661	3	1085.19	390.375	927.2574	1313.9413	1664.131333	1609.93675	1629.10536	1662.655267
55326429010661	4	1463.338	693.497	1528.1496	1911.6091	1845.34	1667.9819	1540.22052	1460.9861
55327108010661	1	1076.636	1043.294	833.0112	1006.213	1492.077	1421.87525	1550.54568	1527.219333
55327108010661	2	1058.579	1745.667	2057.387	1841.2406	1630.0778	1661.33485	1739.4208	1669.015
55327108010661	3	767.518	391.475	1525.589	1510.9848	1884.8532	1635.0155	1551.08524	1612.172267
55327108010661	4	291.456	2080.52	2348.4644	2064.2103	1833.690933	1711.3141	1571.3054	1683.824133
55328030010661	1	940.446	2300.149	1194.9688	1344.2306	1420.313133	1341.6629	1603.91648	1583.907433
55328030010661	2	289.794	478.17	1201.32	1467.0242	1618.4784	1973.6	1788.73484	1742.961367
55328030010661	3	2339.337	2399.149	1704.4658	1865.2782	1773.838867	1667.81275	1648.89588	1681.149667
55328030010661	4	229.106	2696.679	2074.9508	1786.1631	1609.8938	1692.25925	1782.05536	1751.049533
55328364010661	1	330.404	40.814	1061.33	1866.6074	1935.238067	1718.97565	2006.05256	2085.777533
55328364010661	2	1035.546	1177.887	2119.2546	1776.7287	1538.2902	1528.4844	1664.5062	1707.617967
55328364010661	3	168.261	2369.71	1539.0558	2222.3344	2029.323	2081.20685	2099.13264	1983.696967
55328364010661	4	1760.154	1921.788	3122.2118	2572.2792	2434.649467	2352.7794	2142.02592	2071.791533
55329166010661	1	2627.972	1290.493	2081.1198	1670.2343	1763.524733	1783.32795	1808.38248	1866.9112
55329166010661	2	2209.969	436.752	1743.1958	2243.9662	1858.2846	2261.8493	2306.74724	2225.2032
55329166010661	3	2258.241	303.409	1087.7254	1520.0683	1487.315067	1332.4058	1331.38764	1260.067467
55329166010661	4	1339.86	3926.735	2056.8582	1674.7154	1721.188667	1464.03965	1561.22632	1613.596433
55329663010661	1	944.802	2426.481	1812.2774	2225.8275	1998.414933	2251.7983	2238.97144	2182.532667
55329663010661	2	1206.124	1044.826	1639.9414	2026.8125	1692.7388	1802.09075	1958.9236	1921.229267
55329663010661	3	1177.887	2209.223	1190.0848	1792.5461	1826.955067	1707.7845	1523.89028	1555.603867
55329663010661	4	1295.673	2801.303	2750.9964	1920.3643	1809.6236	1805.2838	1845.03536	1780.6709
55329986010661	1	2646.879	3107.549	2902.8794	2331.0349	2148.461533	1810.47125	1715.5838	1736.363467
55329986010661	2	482.019	3096.799	2467.3194	2468.2456	2239.365533	1907.36245	1760.65032	1748.173533
55329986010661	3	700.973	5879.257	2769.3946	1999.8702	2007.962667	1966.06295	1932.31472	2094.803333
55329986010661	4	779.846	1830.672	1506.2966	1594.5024	1527.576933	1309.0414	1289.34116	1388.002967
55330436010661	1	764.384	363.9	1367.5852	1419.7588	1256.9486	1298.4746	1422.59068	1487.047533
55330436010661	2	203.217	1295.994	1092.835	1374.1093	1532.356867	1486.4896	1551.85376	1604.2298
55330436010661	3	1019.006	1536.154	1580.4422	1723.108	1752.4074	1656.8788	1566.44124	1483.111867
55330730010661	1	2240.938	620.198	995.8492	1233.4109	1201.030733	1309.3705	1421.8448	1370.4033
55330730010661	2	1227.936	2431.62	2454.9988	2217.1734	2054.015667	2044.97305	2031.36744	1908.425433
55330730010661	3	3573.093	1507.014	1329.4358	1347.1288	1557.965667	1751.7458	1696.86592	1626.281
55330730010661	4	1261.351	176.421	1206.969	1408.8815	1182.799333	1395.2098	1500.10104	1591.9803
55331123010661	1	620.198	2680.298	1917.1378	1321.1417	1440.664667	1429.4682	1394.46688	1344.2158
55331123010661	2	156.68	1689.424	1962.5878	1628.9946	1589.093	1557.9052	1481.69172	1397.602933
55331123010661	3	1226.902	166.412	1064.5006	1818.0647	1792.895533	1748.4842	1679.99584	1694.292533
55331123010661	4	1686.51	926.106	1589.5098	1436.6261	1393.399	1389.41555	1556.90156	1580.4197
55331576010661	2	332.724	1696.412	1945.7086	2289.4026	1913.949933	1860.7756	1731.80524	1581.261633
55331576010661	3	303.409	1685.363	1665.0904	1709.4505	1586.295333	1433.01885	1383.38904	1366.858133
55331576010661	4	1949.289	2803.945	1978.0882	1524.1244	1566.333067	1602.3263	1472.56984	1384.9327
55331961010661	1	174.122	1184.838	1527.904	2152.5922	2042.677533	2079.2641	2196.72556	2293.401733
55331961010661	3	270.366	2788.092	2083.5734	1394.2887	1559.544	1492.47125	1590.94368	1629.903167
55331961010661	4	136.103	1247.069	1779.1698	1992.0848	2112.961	2227.2766	2177.69924	2275.4077
55332249010661	1	1547.34	2728.908	1619.749	1599.6901	1655.064667	1442.5487	1328.99256	1334.854467
55332249010661	2	2281.02	1426.474	2024.937	1466.419	1388.9116	1430.3251	1473.43244	1425.157367
55332249010661	3	2830.699	1536.154	1269.6652	1232.4966	1402.066867	1320.24155	1364.11356	1463.8373
55332249010661	4	2575.807	1199.386	1725.5294	1490.8775	1284.165333	1322.65245	1474.2554	1449.5738
55332822010661	1	2728.908	1207.823	1553.3454	1807.5709	1879.6622	1601.96795	1562.98092	1540.859433
