plt_cn	subp	refVOLUME	predVOL_k1	predVOL_k5	predVOL_k10	predVOL_k15	predVOL_k20	predVOL_k25	predVOL_k30
55332822010661	2	312.321	1758.791	2992.6224	2236.1636	1964.260867	2052.75885	1863.1848	1755.259533
55332822010661	3	1284.487	1520.16	1471.5232	1470.6588	1423.9088	1544.32195	1504.9754	1474.8141
55332822010661	4	315.648	909.937	823.7342	1500.8049	1590.072067	1639.80255	1657.86404	1681.883233
55333132010661	1	422.309	3259.403	1938.4016	2005.0786	1640.036867	1580.5189	1725.1556	1614.6589
55333132010661	2	281.256	1305.968	2211.9978	2018.2993	2137.301467	2253.96315	2318.42412	2238.735233
55333435010661	1	3094.049	2425.657	1682.2736	1558.0419	1934.4858	1719.98485	1744.05692	1584.7018
55333435010661	2	3854.31	2425.657	1682.2736	1558.0419	1801.740133	1739.8508	1744.05692	1584.7018
55333435010661	3	2020.316	2425.657	1682.2736	1558.0419	1801.740133	1719.98485	1744.05692	1584.7018
55333435010661	4	2483.385	2425.657	1682.2736	1558.0419	1801.740133	1739.8508	1744.05692	1584.7018
55334021010661	1	3476.05	2237.352	1765.6066	1647.4098	1627.4572	1625.9701	1502.50876	1594.905633
55334021010661	3	2110.701	887.965	1436.7196	1555.7924	1409.746733	1589.1368	1643.02328	1653.143767
55334357010661	1	946.909	4059.267	3496.2286	2333.628	2131.102733	2085.7172	2260.87756	2366.411267
55334357010661	2	3836.815	6508.806	3688.2208	3257.6693	2606.5438	2194.78605	2244.6982	2011.878267
55334357010661	3	964.502	977.092	2342.749	2079.9492	1670.176133	2083.25705	1973.62524	1954.6284
55334357010661	4	2414.617	2570.772	1462.8656	955.9364	1152.517133	1620.44775	1726.19892	1869.596533
55334924010661	1	1546.926	133.586	1453.5342	1325.6844	1396.364867	1547.0375	1415.90456	1507.722267
55334924010661	2	1395.718	691.942	1567.7258	1856.4005	1743.167667	1832.4721	1865.20352	1731.167467
55334924010661	3	4580.612	5681.835	2800.8326	2737.0098	2575.643067	2212.5168	2130.9142	2084.560167
55334924010661	4	5595.127	2660.727	1053.315	1476.1699	1576.0668	1335.8793	1397.68212	1506.5728
55335415010661	1	1293.536	958.986	1206.8626	1717.6824	1567.013467	1476.0759	1419.1944	1455.703933
55335415010661	2	2295.129	605.935	2007.0258	1966.502	1794.4884	1857.60995	1854.91084	1877.9176
55335415010661	3	1029.608	3054.952	1725.856	1734.3635	1700.278867	1786.54345	1813.91336	1600.8332
55335415010661	4	3660.107	2581.931	1791.8606	1474.2654	1474.0474	1532.9229	1596.72748	1684.450467
55336869010661	2	101.954	7513.096	2748.5088	2424.9137	2111.244733	2111.28545	1997.4376	1892.5966
55336869010661	3	658.932	1401.401	2196.475	2504.1635	2074.772267	1855.02935	1874.09484	2032.378067
55337034010661	1	661.719	390.375	2561.1196	1876.6843	1656.8012	1606.5922	1659.69772	1757.978167
55337034010661	2	85.474	202.262	1927.3156	2124.5559	1711.5592	1875.9821	1829.00936	1881.693733
55337034010661	3	358.357	5992.412	2324.2924	1740.2931	1303.151267	1598.703	1665.93744	1605.111567
55337034010661	4	161.229	390.375	1561.599	1913.6677	1710.6018	1708.78665	1742.56472	1713.993967
55337381010661	1	1044.314	479.543	1171.0528	1471.7061	1339.466133	1386.1128	1447.60232	1372.063433
55337381010661	2	2098.915	2110.013	1499.331	1670.0625	1475.257733	1332.27375	1417.18412	1409.994
55337381010661	3	1197.047	320.651	1303.8816	1636.0962	1536.9236	1445.5828	1365.54588	1233.699833
55337381010661	4	1955.376	1207.823	1625.6424	1876.5941	1857.978733	1708.013	1680.4992	1534.562267
55338345010661	1	3167.119	1611.129	1360.4536	1625.2472	1510.787067	1739.0657	1763.41628	1644.256967
55338345010661	2	673.611	1611.129	1360.4536	1505.2703	1527.410867	1739.0657	1761.91448	1722.2913
55338345010661	3	1547.681	1702.518	2027.8916	1947.5972	1711.6124	1912.54665	1756.71824	2067.656667
55338345010661	4	2657.655	1702.518	1815.4224	1831.4812	1646.251933	1737.397	1824.44852	1784.773633
55338801010661	1	911.276	1226.902	1296.2704	1520.2599	1751.618133	1682.1134	1616.3012	1659.807933
55338801010661	2	3209.52	1572.783	1742.4078	2243.7581	2258.618267	2161.3252	2060.09348	2011.977267
55338801010661	3	2680.298	620.198	895.5348	1236.6141	1339.1148	1388.9699	1326.57424	1316.353233
55338801010661	4	1730.894	94.919	2007.5424	1944.6548	2098.551333	2082.3607	1935.04188	1975.2099
55339480010661	1	52.465	5992.412	2384.411	1755.5814	1839.9918	1725.6516	1784.49264	1777.425133
55339480010661	2	1340.555	2253.22	2036.1422	1452.1374	1788.9058	1822.6429	2044.73096	2071.373133
55339480010661	3	196.697	2869.96	2132.9938	2454.0175	2069.171867	2150.3131	1911.02284	1722.6684
55339480010661	4	423.402	1766.199	1109.3262	1345.0893	1575.351133	1547.66925	1564.8522	1607.994833
55339922010661	1	439.114	809.262	1119.0452	1500.3174	1254.744067	1332.55185	1491.02272	1660.310133
55339922010661	2	212.897	1703.197	1403.7464	1655.7781	1695.375133	1553.54715	1449.93224	1409.659967
55339922010661	3	1536.154	1019.006	1929.1974	1696.4975	1776.3514	1701.07255	1597.56856	1515.550267
55340233010661	1	1878.867	1284.361	1113.134	1222.0617	1380.290933	1399.3772	1342.53128	1391.960867
55340233010661	2	739.015	268.831	901.0256	906.3387	1205.718533	1206.7713	1249.03564	1362.028233
55340233010661	4	2052.86	1248.861	850.9876	1014.8019	1257.597067	1354.35975	1349.78724	1302.3189
55340484010661	1	3528.434	404.823	1621.5628	1348.2474	1563.2876	1545.1843	1432.04272	1630.6257
55340484010661	2	1302.847	1712.039	1205.1836	1276.2641	1623.642533	1912.63485	2205.99344	1969.972467
55340484010661	3	2392.626	143.631	1458.089	1194.8214	1362.499467	1608.83335	1456.63852	1563.348
55340484010661	4	3773.093	2526.039	1458.3686	1866.2675	2110.910867	2080.3776	2205.85132	2105.6377
55492064010661	1	1910.372	921.235	804.6138	1763.7891	1923.313067	1687.12895	1880.57324	1804.685267
55492064010661	2	2110.726	2431.62	2209.168	2150.0515	2004.450667	1970.39105	1792.2088	1727.1305
55492064010661	3	1852.507	1696.412	2031.5512	2198.9481	1812.631067	1765.3602	1671.01392	1602.6922
55492064010661	4	1309.755	394.877	1447.816	1991.6319	1748.001467	1717.61675	1687.80208	1767.541467
55492864010661	1	4750.306	2711.169	2219.605	2077.788	1698.884133	1944.16815	1983.76416	1983.216333
55492864010661	2	3676.483	6052.928	2159.4044	2042.8834	2135.7824	2270.87535	2025.19852	1789.082567
55492864010661	3	1279.262	1758.791	1863.2598	1488.699	1660.139267	1551.54155	1543.59952	1533.4986
55492864010661	4	2426.481	1280.736	1515.9416	1835.4722	2203.790933	2016.7123	2043.08364	1950.615033
55494936010661	2	536.176	1409.85	2239.493	1538.9564	1448.4074	1444.9884	1479.17088	1438.333333
55494936010661	3	1334.121	1284.487	1502.086	1487.3253	1544.3446	1367.85355	1487.2096	1425.888633
55494936010661	4	585.09	5420.147	2047.0484	2032.8613	1809.407667	1587.11635	1504.6386	1555.172967
55495159010661	1	551.403	2054.268	1284.059	1273.0254	1452.648867	1458.87975	1571.06608	1514.005367
55495159010661	2	492.716	1804.42	1254.9708	1962.0911	1791.7908	1586.26225	1668.78996	1590.192367
55495159010661	3	556.449	494.198	658.9626	909.91	1398.037933	1255.21795	1404.43632	1480.189667
55495159010661	4	921.235	1418.702	2316.7662	1954.1906	1951.826933	1700.588	1741.88376	1699.3168
55495374010661	1	866.206	2869.96	2374.7412	2143.886	1962.960667	1945.1117	1674.69444	1614.177167
55495374010661	2	365.59	644.204	1863.9904	1532.2603	1528.495267	1569.11155	1556.73588	1571.382433
55495374010661	3	2399.149	2339.337	1896.2766	2047.269	1868.9316	1700.3636	1595.46428	1734.0019
55495374010661	4	2175.945	2696.679	1708.9734	1405.8438	1470.993933	1518.30935	1523.50596	1614.620767
55495764010661	1	1214.744	1418.702	1572.161	1814.3891	1829.9914	1884.6664	1605.8876	1527.085567
55495764010661	2	597.315	1804.42	1896.941	1761.3818	2125.0164	1846.7488	1718.00188	1650.337633
55495764010661	3	1126.42	1585.307	992.53	1050.7592	962.375533	935.7968	1190.19528	1530.601633
55495764010661	4	488.859	327.509	1896.123	1733.8145	1560.391	1389.30775	1792.29628	1794.732167
55496648010661	1	73.511	3810.962	3190.8652	2644.7494	1995.995133	1998.92325	1949.00628	1837.5676
55496648010661	2	494.198	556.449	1176.8242	1382.2661	1423.415733	1504.54485	1366.8278	1621.459733
55496648010661	3	157.758	1302.625	2235.6844	1704.1831	1533.219933	1515.8147	1723.23404	1631.015667
55497196010661	1	2446.407	981.401	1569.2378	1329.6714	1147.606	1264.79235	1325.82624	1389.655567
55497196010661	2	4326.481	1882.321	4353.775	2936.1546	2652.5924	2377.4986	2356.46608	2318.9693
55497196010661	3	2209.223	1177.887	983.8176	1718.8816	1758.199333	1656.2177	1462.40024	1473.1972
55497196010661	4	691.942	1395.718	2542.676	2186.7529	1898.5236	1587.48925	1769.24168	1987.797733
55498090010661	1	3780.618	1206.124	2016.413	1828.1772	1845.264	1761.5371	1693.077	1673.889667
55498090010661	2	2462.931	491.748	1643.9372	1661.1153	2102.4582	2155.3417	2106.99136	2014.9513
55498090010661	3	6052.928	1760.154	1696.7662	2016.4533	2089.6676	2034.71175	1963.127	1848.809933
55498090010661	4	2369.71	169.312	1177.0184	1816.2542	2036.4628	1932.81405	2011.07468	1951.191867
55499769010661	1	346.604	1389.663	1602.2012	1496.7445	1592.808533	1643.6958	1987.66876	1856.1899
55499769010661	2	981.401	2446.407	1554.0634	1460.1094	1483.103067	1607.4516	1550.47132	1703.669667
55499769010661	3	937.014	1464.811	1616.5404	2060.4867	1783.0904	1718.3269	1506.30064	1595.951533
55499769010661	4	371.528	1068.311	1279.256	1515.8504	1365.484933	1456.92245	1780.79784	2025.165067
55500421010661	1	2604.333	190.967	400.8872	1455.8415	1448.743733	1524.29145	1402.18932	1490.973733
55500421010661	2	320.651	1197.047	1476.9412	1687.1883	1609.8408	1526.27225	1349.71576	1414.913267
55500421010661	3	1064.646	96.932	591.6832	977.5378	1152.6942	1070.8641	1040.54968	1154.407233
55500421010661	4	1689.424	2464.39	1527.2858	1330.4516	1335.394333	1462.3561	1483.10392	1358.540433
55500852010661	1	729.986	1104.304	1863.1684	2309.5412	1914.5722	1797.35675	1642.97508	1628.098067
55500852010661	2	2531.534	1073.144	1202.9248	1190.2244	1353.242933	1441.4653	1567.01536	1653.901433
55500852010661	3	3471.405	1535.026	1026.5308	1801.6768	1890.260067	1977.78585	1843.19296	1842.9796
55501367010661	1	3951.961	1087.76	1543.008	1655.051	1635.3634	1488.4847	1453.73272	1492.9762
55501367010661	2	4323.852	182.306	738.9594	1054.337	1058.478267	1385.12205	1302.65048	1362.2847
55501367010661	3	5871.378	2242.247	1539.272	1351.7228	1490.394267	1409.0807	1392.3002	1305.805867
55501367010661	4	1254.146	637.504	1360.037	1336.4001	1327.508	1288.49745	1380.63776	1395.125467
55502446010661	1	1113.695	698.417	2146.9768	1605.4416	1454.070467	1469.9717	1427.51348	1372.652367
55502446010661	2	926.106	307.215	1486.013	1544.849	1291.443533	1407.12215	1386.96084	1449.597767
55502446010661	3	1333.228	976.579	1347.3492	1594.9627	1508.923333	1533.6275	1549.19244	1594.588267
55502446010661	4	1281.616	1199.107	1648.5548	1355.8878	1520.357467	1625.5175	1729.10916	1550.6471
55504049010661	2	1688.752	583.166	1844.5382	1889.5594	1812.127733	1609.50425	1597.72776	1839.735367
55504049010661	3	708.396	4722.28	2172.4398	2028.0877	1942.2976	1665.92445	1719.8358	1691.7909
55504049010661	4	474.813	1312.732	1593.365	1567.2295	1644.9672	1428.78335	1369.9658	1402.215367
55504693010661	1	1512.637	2300.149	1380.4766	1263.7559	1430.015	1514.1265	1522.58152	1416.582867
55504693010661	2	491.748	663.887	2327.445	2134.9699	1861.2234	1835.03015	1990.21308	1914.4598
55504693010661	3	2055.717	1026.234	1659.285	1662.8909	1937.951	2023.8554	1996.60272	1840.5612
55504693010661	4	1302.625	157.758	1064.1542	1730.0021	1643.042267	1573.5947	1582.55716	1749.7113
55505418010661	1	302.636	1359.036	2683.6766	1640.8832	1565.0718	1541.5796	1447.05156	1478.097933
55505418010661	2	299.96	2870.896	1329.9248	1420.6092	1246.7974	1176.7463	1572.9184	1591.927633
55505418010661	3	1017.595	1749.572	1401.009	1309.4678	1812.8326	1741.27405	1700.32684	1627.641967
55505418010661	4	974.587	52.465	1922.5054	2434.9341	1768.916667	1748.0124	1858.41324	1887.8159
55506152010661	1	1590.49	656.761	867.2894	1546.0099	1386.861133	1955.0257	2080.34152	1997.0103
55506152010661	2	2007.499	1948.745	1558.2078	2076.5783	2304.500067	2172.3106	2084.54924	2033.271833
55506152010661	3	192.914	1921.788	2956.5104	2753.8617	2512.943667	2212.87805	2226.25376	2008.389767
55506152010661	4	2134.983	1087.76	1838.5494	1697.228	1581.739067	1440.5234	1632.98532	1523.367667
55506981010661	1	1592.852	915.781	2195.147	2351.3003	2143.223267	1773.0871	1776.52608	1829.8552
55506981010661	2	904.074	3233.416	2195.147	2351.3003	1958.957533	1773.0871	1764.51756	1823.058533
55506981010661	3	2036.132	370.811	1725.1906	2031.1905	1840.241733	2017.28565	1848.78192	1752.877667
55506981010661	4	96.932	978.036	1146.512	1216.7863	1146.364467	1079.57145	1117.70364	1240.824033
55507569010661	3	605.935	1020.569	1907.1066	1748.3997	2031.132467	2099.7794	1947.94376	1735.887033
55507886010661	1	1184.838	181.498	2242.8678	1750.8917	1846.643733	1966.79375	2108.98476	2115.5483
55507886010661	2	3061.751	181.498	1869.2508	2566.6164	2465.1112	2194.9809	1979.9018	1797.428467
55507886010661	3	1669.836	2922.947	1712.5596	2317.4155	1973.006467	2333.73365	2318.87364	2092.490867
55507886010661	4	714.167	2237.352	1464.1718	1827.5987	1587.120867	1905.353	2059.38836	2015.714333
55508422010661	1	169.312	2369.71	1617.098	2002.4933	1980.075067	1863.70725	2025.52732	1905.4412
55508422010661	2	3138.654	1571.582	1650.6438	1477.8903	1357.303667	1775.5217	1711.40344	1900.893933
55508422010661	3	1767.006	348.98	1765.711	1995.2843	1666.959733	1573.0837	1610.61216	1646.6194
55508422010661	4	1549.944	361.615	893.7912	1518.8953	1711.032333	1553.4654	1485.68032	1403.647467
55509232010661	1	1906.672	1477.834	2203.8414	2008.9358	1676.9398	1603.6216	1663.7542	1633.2342
55509232010661	2	2563.054	1535.026	2697.0448	2111.9807	2120.825867	2027.2392	2026.04032	1855.047067
55509232010661	3	3096.799	482.019	1878.541	2169.629	2030.179133	1689.7778	1684.89796	1671.2714
55509232010661	4	2792.043	3304.926	2360.1594	2088.7348	1963.019133	1736.8213	1643.00956	1673.137967
55510381010661	1	94.919	932.492	2194.0034	2553.7194	2375.413667	2314.70095	2157.51876	2092.9809
55510381010661	2	1589.897	1044.826	1085.1324	1400.2706	1578.5694	1608.07475	1567.45596	1732.896633
55510381010661	4	125.82	1247.069	2653.9746	1709.4334	1940.696333	1953.14635	1902.27284	1944.902533
55511294010661	1	142.507	3927.355	1833.2776	2152.293	2018.804	1705.4906	1656.5698	1757.966433
55511294010661	2	58.219	6424.234	2161.3824	1937.7025	1629.6814	1477.4372	1562.37716	1598.334267
55511294010661	3	233.873	693.497	2531.0122	2345.2555	2232.225733	1845.30305	1682.07744	1734.189067
55511294010661	4	13.404	4702.567	2200.589	2083.0366	1810.033	1966.5028	1987.05664	1870.829
55511910010661	1	696.658	1425.532	1789.8462	1966.848	1972.4382	1773.6553	1624.91404	1584.5939
55511910010661	2	2103.453	1512.637	1361.6684	1473.3658	1487.466	1586.5184	1506.18248	1572.674067
55511910010661	3	931.781	940.446	1192.8474	1294.4551	1401.3318	1576.92275	1566.63156	1537.86
55511910010661	4	265.85	1885.742	1483.9156	2171.553	2362.587333	2022.08255	2125.12056	1997.163167
55512616010661	1	1258.265	1581.416	1296.6654	1432.2129	1256.2884	1440.596	1560.59116	1540.502367
55512616010661	2	1248.861	536.411	1265.4918	1455.1543	1478.234133	1473.40945	1395.37792	1370.483633
55512616010661	3	857.511	686.183	1707.6968	1481.3221	1226.484067	1234.82695	1154.94404	1088.9324
55512616010661	4	1072.538	1975.53	2369.143	1822.5274	1640.646067	1499.9113	1498.47148	1530.873367
55513227010661	1	2282.625	269.054	1233.594	1346.7809	1268.6242	1472.304	1536.35844	1600.899567
55513227010661	2	1418.702	921.235	902.9478	1960.9915	2063.609267	1674.9347	1832.0378	1779.131933
55513227010661	3	2565.273	85.474	1127.5436	1268.215	1274.842	1435.7979	1593.05844	1485.989433
55513227010661	4	2205.589	2641.01	2006.9382	1437.8529	1251.9038	1273.0905	1405.03344	1414.310533
55514329010661	1	2461.937	1463.338	1936.1798	1788.7351	2112.587333	1897.89285	1732.34476	1554.910733
55514329010661	2	1696.412	3181.257	1862.4346	2114.6977	1821.314933	1689.6205	1616.98224	1593.8379
55514329010661	3	2803.945	1949.289	1397.2764	1454.2532	1504.147133	1547.0001	1331.7938	1330.45
55514329010661	4	1959.689	1333.527	1031.7582	1110.5746	1231.175333	1551.30665	1553.95304	1581.2416
55515730010661	1	1844.453	931.781	1233.3722	1174.9282	1371.391933	1625.05865	1556.39988	1532.6082
55515730010661	2	2652.72	3188.767	1331.815	969.6099	1688.018733	1761.39495	1650.01836	1594.772267
55515730010661	3	1921.124	2777.19	2414.1664	1745.7428	2114.7854	1956.4204	1825.19396	1808.483933
55515730010661	4	1037.266	2696.679	1505.2816	1762.5731	1514.057067	1614.48135	1492.08712	1545.2911
55516650010661	1	2237.352	3526.213	2097.916	1329.8991	1659.2026	1481.3847	1614.00516	1603.998067
55516650010661	2	1309.281	1302.847	1480.6906	1518.7431	1623.508267	1885.1441	1947.934	1936.1288
55516650010661	3	2696.679	229.106	1213.552	1273.0891	1298.936	1523.77585	1573.62912	1660.821133
55516650010661	4	1802.274	5879.257	2155.7398	2029.1335	2123.4224	1961.96825	1797.6618	1773.959
55517653010661	3	3956.151	1719.464	1258.3916	1615.6517	1993.0106	1941.42805	1881.68952	1816.2491
55517653010661	4	3766.946	3119.54	1655.0264	2104.5869	1837.171933	1952.9159	2107.90608	1945.158533
55518103010661	3	363.9	2654.041	1441.1334	1527.0258	1546.529467	1406.65135	1427.28604	1334.757633
55518776010661	1	999.146	872.187	1561.8986	1564.4783	1710.279333	1618.56475	1523.37232	1545.3697
55518776010661	2	2149.74	4387.43	2340.8426	1622.9946	1618.4142	1891.7125	1921.47152	1995.451567
55518776010661	3	578.261	3314.326	2054.1956	1699.1774	1585.655133	1399.35785	1335.29388	1362.783767
55518776010661	4	1535.026	3471.405	1780.261	1995.3147	2248.3984	2028.23905	1780.8628	1907.525567
55519831010661	1	823.824	4108.934	2422.3782	1631.8769	1701.694933	1933.63185	1786.99052	1655.2372
55519831010661	2	6424.234	2568.025	1459.357	1020.5304	1057.686867	1014.5489	1180.31564	1408.651
55519831010661	3	2738.568	1338.175	1192.1056	1388.0681	1445.1746	1361.54585	1263.78764	1372.176967
55519831010661	4	1460.259	2600.691	2763.2314	2183.1355	2012.1402	1831.8489	1697.19504	1687.4232
55520453010661	1	1854.969	176.421	1088.2454	1249.6662	1346.464267	1309.4073	1387.56284	1545.5738
55520453010661	2	2089.696	4996.654	2646.6084	2274.1152	1806.160467	1797.7277	1602.85172	1433.4742
55520453010661	3	1596.835	1698.176	797.3514	1063.198	1021.527733	1256.53305	1179.01188	1194.1535
55520453010661	4	809.014	2784.432	1537.6602	1866.4036	2203.180733	1959.59355	1727.55352	1778.431067
55521817010661	1	269.95	289.794	1376.9926	1495.5346	1749.317333	1698.78305	1975.63488	1878.750033
55521817010661	2	804.48	289.794	1205.2888	1495.5346	1680.927733	1621.43845	1793.73084	1916.319633
55521817010661	3	28.918	1766.199	1801.1374	1505.1115	1910.284133	1682.37715	1549.98504	1616.825533
55521817010661	4	1477.834	3304.926	2316.4918	2433.4814	2069.1286	1903.37635	1773.77396	1855.801033
55522403010661	1	73.458	150.302	1244.4104	1590.2652	1773.667533	1839.39195	1745.86896	1759.4385
55522403010661	4	899.697	150.302	1202.5296	1081.2438	1338.550267	1530.52125	1539.2336	1649.981167
55522586010661	1	2784.432	809.014	1440.6548	1274.8021	1875.826333	1735.33775	1603.5322	1454.6212
55522586010661	2	3220.947	466.106	2034.4908	2044.6106	1752.9526	1508.14265	1563.65932	1652.2298
55522586010661	3	1686.488	394.867	1271.4078	1433.5196	1198.115667	1072.57625	1229.34216	1282.821733
55522586010661	4	3233.416	3139.485	2219.8342	1945.8402	1776.936267	1580.87175	1556.76176	1444.2081
55524797010661	1	169.977	1722.608	1895.112	1725.2955	1573.438133	1668.507	1727.30816	1580.772367
55524797010661	2	1371.041	1333.228	1381.781	1589.0883	1445.7596	1620.16455	1682.42908	1606.393533
55524797010661	3	1156.764	661.591	1084.0654	1155.1171	1393.727267	1297.49625	1297.60096	1470.281867
55524797010661	4	1986.991	1520.16	1276.993	1218.6038	1562.3484	1545.755	1413.95092	1415.132367
55525403010661	1	740.703	931.781	866.6672	1313.5629	1567.475467	1602.0948	1470.78164	1562.6195
55525403010661	2	1220.333	3476.05	1926.4988	1640.5258	1857.638	1728.72255	1655.01516	1505.2024
55525403010661	3	995.235	243.939	2443.9922	2421.8255	2561.9928	2786.096	2485.08608	2377.757333
55525403010661	4	877.086	2652.72	1629.1122	1899.6356	1606.4108	1909.3918	1882.03376	1889.307567
55525848010661	3	2223.562	181.498	1837.9314	1539.6087	1942.003733	1999.2235	1952.13592	1857.400233
55526227010661	1	1624.224	3259.403	1490.1542	1291.0751	1212.432733	1159.28645	1242.95736	1420.408
55526227010661	2	828.876	1802.274	2352.5694	1960.3658	2133.412933	2046.00055	1842.65544	1724.916033
55526227010661	3	1685.363	303.409	1554.734	1746.2802	1677.242733	1444.17755	1348.20364	1440.7634
55526227010661	4	1894.076	1921.124	1838.6068	1887.5053	1785.254267	1636.43295	1876.85596	1834.895567
55527818010661	1	3003.546	73.511	1413.0762	1652.4548	1483.828067	1699.1825	1690.94408	1574.498667
55527818010661	2	3810.962	73.511	1389.9354	1546.1134	1269.590467	1843.94795	1802.66908	1726.073167
55527818010661	3	2925.978	230.51	2170.0216	1716.6509	1309.592867	1246.85905	1404.8914	1646.925833
55527818010661	4	1784.712	761.869	619.6794	1264.8976	1281.6108	1321.6168	1502.21648	1483.079533
55529265010661	1	1284.361	1878.867	1167.6844	1320.3064	1382.6092	1394.22325	1447.01244	1493.099
55529265010661	2	716.412	1581.416	1554.3402	1358.6221	1219.285867	1446.45805	1460.7386	1515.721067
55529265010661	3	1094.081	1703.197	1164.913	1322.324	1487.737267	1524.1632	1404.87416	1414.0663
55529265010661	4	1128.775	1408.112	1499.0354	1474.3409	1342.655267	1430.9672	1250.28332	1352.365333
55530010010661	1	4242.502	471.722	1865.3784	1756.7923	1755.907	1675.5929	1607.65672	1533.169567
55530010010661	2	2285.655	2096.798	1854.7798	2007.5591	2363.117667	2093.6258	2023.13852	1929.9476
55530010010661	3	3188.767	125.82	2365.5308	1625.0509	1428.648	1684.4082	1893.32276	1811.409933
55530010010661	4	498.214	3006.24	2215.3608	1773.1217	1476.993267	1634.5969	1793.36828	1746.224667
55530903010661	1	746.371	2861.076	2141.2736	1592.1747	1367.3214	1282.986	1243.33468	1410.3872
55530903010661	2	925.854	2861.076	1491.8972	1692.6075	1320.5024	1281.0366	1269.5888	1211.1893
55530903010661	3	1252.66	182.306	1835.8586	1624.2378	1418.7846	1425.37765	1489.30724	1526.161933
55530903010661	4	988.209	761.869	1694.7638	1627.9412	1249.5396	1259.78925	1391.47368	1444.6616
55531470010661	1	1464.811	1749.572	1225.1592	1505.4584	1245.0494	1613.43975	1600.84916	1568.898633
55531470010661	2	394.877	1309.755	1339.2622	1781.4574	1496.610667	1875.29375	2025.36776	1981.2155
55531470010661	3	1745.667	1058.579	1659.1592	1621.1548	1801.363333	1649.3642	1567.91184	1488.0857
55531470010661	4	296.865	1883.357	2209.7572	1741.0812	2153.688667	2131.05405	1939.72648	1875.2303
55531785010661	1	2309.901	2098.915	1262.2908	1119.985	1228.693667	1268.83165	1488.23384	1400.392767
55531785010661	2	2274.485	1490.442	1571.6958	1356.1103	1396.387267	1440.7012	1219.46232	1190.1123
55531785010661	3	1466.114	404.823	2137.7298	1842.7957	1793.735667	1677.65835	1588.43136	1632.076033
55531785010661	4	1835.666	1490.442	1161.9192	1250.6502	1317.1182	1291.7639	1320.224	1405.422333
55532329010661	1	2526.039	3773.093	1557.171	2069.911	2182.342467	2155.30935	2238.13364	2104.718267
55532329010661	2	3526.213	2237.352	2326.0266	1546.3941	1579.2084	1699.47125	1601.3822	1594.137333
55532329010661	3	1921.788	1760.154	2978.4964	2330.3593	2309.324733	2151.7575	2078.37132	1885.050367
55532329010661	4	2755.615	1254.457	1234.0258	1830.3358	1754.402133	2007.34965	2142.10732	2079.317967
89732397010661	1	5301.807	319.843	1010.067	1457.5366	1526.2028	1669.5622	1595.08044	1613.697733
89732397010661	2	3926.735	1058.579	1415.0646	1367.0758	1333.252067	1588.60975	1433.17488	1465.112967
89732397010661	3	5681.835	4326.481	4227.007	2825.8386	2397.339467	2225.2329	2031.10608	1942.869033
89732397010661	4	2027.387	86.272	1336.2758	1197.7006	1208.874733	1101.62985	1305.4064	1364.850967
89732509010661	1	1755.917	2784.432	1860.1102	1908.6159	2128.5366	1995.8885	1927.97516	1727.5858
89732509010661	2	757.849	2784.432	1860.1102	1908.6159	2228.843667	2002.54645	1927.97516	1805.435867
89732509010661	3	190.967	2604.333	1086.314	1428.5028	1610.989267	1645.10655	1535.31908	1541.518033
89732509010661	4	1429.769	2784.432	1860.1102	1908.6159	1895.893933	1995.8885	1927.97516	1727.5858
89732597010661	1	307.215	620.198	1716.768	1463.413	1435.161667	1382.44155	1388.806	1405.841
89732597010661	2	2110.013	1689.424	1845.2694	1229.5096	1303.6592	1305.6152	1387.54876	1409.718033
89732597010661	3	536.411	661.591	1599.4268	1526.3993	1608.36	1534.9365	1447.91168	1463.829167
89732597010661	4	1199.107	1281.616	1441.2632	1374.1178	1450.373933	1619.326	1608.27948	1608.651567
89732677010661	1	1703.197	2680.298	1105.6864	1357.0575	1412.497267	1474.045	1391.185	1340.904833
89732677010661	2	1099.595	1334.121	1524.0296	1393.6692	1512.3404	1538.32895	1540.91292	1486.017133
89732677010661	3	979.519	1823.996	1345.1676	1535.1812	1495.184333	1300.8453	1364.02324	1405.3719
89732677010661	4	1776.571	1689.424	1565.7238	1429.5134	1582.4358	1579.6125	1464.1334	1378.487967
89732776010661	1	2948.362	345.3	913.8926	891.8566	940.579333	885.8174	1099.20784	1257.1134
89732776010661	2	3148.9	345.3	651.7458	851.4602	1007.494267	1380.6468	1463.16104	1516.239167
89732776010661	3	2600.691	494.198	747.4506	1098.343	1247.778267	1463.2528	1392.67516	1464.6793
89732776010661	4	470.752	505.408	959.6882	985.9018	983.986867	1009.1324	1019.55712	1343.967667
89732852010661	2	505.408	2668.108	952.757	1144.7808	1184.449667	1248.70225	1319.84596	1427.588
89732852010661	3	1324.916	1126.42	1280.7538	1200.5549	1046.498667	1010.06095	1319.84596	1521.4979
89732852010661	4	1804.42	670.33	1382.9656	1532.1607	1738.1848	1482.0014	1523.12496	1522.870433
89732939010661	1	402.523	556.449	1312.1824	1553.0982	1477.552867	1552.2956	1576.55872	1599.460467
89732939010661	2	251.866	1244.823	1166.7308	1223.5644	1287.7288	1198.94095	1454.97844	1660.8263
89732939010661	3	467.485	1028.493	1166.0158	1126.8878	1231.667	1428.4248	1589.42224	1621.211033
89732939010661	4	345.3	2948.362	1434.505	1427.1272	1454.014733	1270.89395	1312.14164	1531.675333
