plt_cn	subp	ref.volume	pred.vol_k1	pred.vol_k5	pred.vol_k10	pred.vol_k15	pred.vol_k18	pred.vol_k22	xAlb	yAlb	tcap_B	tcap_G	tcap_W
55316543010661	2	2788.092	4695.906	2747.4438	1845.3977	1640.323733	1660.720944	1852.240773	793111.55	2674904.6	2392.772705	1435.633423	-12.1297
55316543010661	3	1830.223	1541.423	2390.0678	2204.8524	1936.752067	2022.733167	1960.802909	793143.23	2674849.73	666.843506	-261.107605	148.095596
55316543010661	4	968.501	2425.657	2390.0678	2204.8524	1936.752067	2022.733167	1874.383909	793079.88	2674849.73	674.952515	-195.557693	-67.998398
55317082010661	1	2668.108	2054.268	787.0882	1063.7579	1287.874533	1419.244778	1454.375545	789320.9	2666841.33	2253.220947	1157.127319	-362.338806
55317082010661	2	2861.076	191.955	1166.8756	1219.2378	1044.6536	1246.944	1293.937091	789320.9	2666877.91	2394.30835	1064.979248	-473.736694
55317082010661	3	1244.823	551.403	1049.7924	1392.6009	1375.0292	1346.0105	1235.117909	789352.58	2666823.04	2179.825928	996.806091	-432.368195
55317082010661	4	1730.748	2054.268	792.1344	1140.6686	1214.056133	1450.584167	1485.401364	789289.23	2666823.04	2265.816162	1094.395142	-332.469086
55317585010661	1	1666.068	302.636	2230.5988	1414.3443	1536.423133	1489.097833	1496.494955	799729.21	2670695.07	2229.994385	1370.560913	-20.7356
55317585010661	2	1672.637	289.794	1511.5728	1725.1685	1869.740133	1957.351944	1902.320682	799729.21	2670731.64	2603.562988	1708.862671	-108.112602
55317585010661	3	955.05	1695.606	1896.079	1992.5374	1499.238133	1606.555722	1571.935364	799760.88	2670676.78	2120.847412	1224.88855	-52.6548
55317585010661	4	795.991	3337.472	1862.9404	2311.6817	2125.523667	2074.721944	1843.624455	799697.53	2670676.78	2415.495605	1542.418213	-76.874603
55318163010661	3	1027.759	470.752	1644.0242	1374.663	1604.727267	1497.042778	1529.486455	810792.23	2677150.19	1900.200562	894.925903	-384.002197
55318352010661	2	191.955	2861.076	2188.8384	1510.7379	1413.062	1532.837167	1698.057136	807155.97	2674754.79	2339.368896	1064.301636	-427.804596
55318549010661	1	1294.075	1507.014	1917.4526	1344.723	1343.5854	1296.509944	1447.059682	818947.79	2677608.82	3913.170898	2920.508057	-5.0944
55318549010661	2	1526.5	1113.695	2025.8272	1985.3761	1732.481133	1666.963889	1618.769773	818947.79	2677645.4	3869.266846	2839.184814	20.076799
55318549010661	3	1478.546	911.276	1912.0548	1870.475	1880.741933	1813.328833	1740.442591	818979.46	2677590.53	3468.860352	2572.644287	-8.902
55318549010661	4	1645.041	926.106	1635.0126	1645.3021	1577.255667	1467.244	1625.126636	818916.11	2677590.53	3820.060303	2890.523438	-14.2154
55318934010661	1	18.827	1064.646	1235.1884	1207.0197	1451.894333	1374.553889	1394.812045	779405.27	2662049.96	3863.964355	2971.846924	-39.3866
55318934010661	2	1698.176	4135.511	1527.8378	1403.6812	1399.1258	1450.647389	1430.887318	779405.27	2662086.54	3802.693359	2919.302734	-50.2742
55318934010661	3	796.461	1064.646	1043.1408	1187.328	1197.036267	1165.314	1138.173682	779436.95	2662031.67	3872.252441	2997.160889	-8.4728
55319095010661	1	1373.086	1878.867	1214.8284	1582.0461	1473.397467	1457.594	1428.188045	787336	2656494.54	3799.867676	2854.6521	-102.557297
55319095010661	2	661.591	268.831	741.204	956.5702	890.236867	980.698611	1084.483545	787336	2656531.12	3919.264404	3029.500977	-30.625401
55319095010661	3	3644.834	2604.333	1700.5456	1295.2073	1747.7122	1757.505722	1813.075591	787367.68	2656476.25	3743.068848	2900.013184	31.974899
55319410010661	1	1986.13	1005.485	2533.5442	2430.5992	2077.1528	1861.541111	1927.240682	791356.45	2664152.61	2755.219238	2007.602051	84.429703
55319410010661	2	3314.326	1894.076	1443.925	1569.3664	1781.811067	1721.470167	1794.470045	791356.45	2664189.19	3037.989258	2063.29541	-141.470901
55319410010661	3	6508.806	365.59	1553.8664	1594.9808	1562.757333	1666.418667	1589.5565	791388.12	2664134.32	2634.939697	1862.865845	-44.689899
55319410010661	4	2777.19	1156.148	1458.3358	1733.0396	1987.6658	1931.048278	1956.568227	791324.77	2664134.32	2931.038574	2079.899414	11.7852
55320990010661	1	103.528	1087.76	1610.7238	1764.3695	1852.3166	1912.826222	1993.917955	794551.61	2662079.69	2553.951172	1465.764038	-76.984596
55320990010661	2	160.529	921.235	2498.3738	1536.8138	1725.733667	1767.386222	1832.482182	794551.61	2662116.26	2274.376221	1325.012085	-159.294296
55320990010661	3	150.302	3810.962	1630.161	1869.2375	1690.926533	1953.387389	1974.935909	794583.28	2662061.4	2660.211182	1460.203003	-191.430496
55320990010661	4	144.93	1127.768	1166.8856	1853.9649	1745.656133	1641.642778	1652.010864	794519.93	2662061.4	2445.229492	1426.217896	-125.887497
55321221010661	1	2633.38	3766.946	2198.8326	1801.0457	1522.7634	1604.215389	1607.879227	803395.88	2663858.54	3019.064941	2325.717285	112.5858
55321221010661	2	1041.79	2286.658	2587.884	2337.5981	2110.097467	1827.988722	1970.540227	803395.88	2663895.12	3214.401123	2386.209717	164.934692
55321221010661	3	2570.772	389.398	2022.75	1498.944	1479.881533	1522.633667	1801.473	803427.55	2663840.26	2949.826904	2212.413818	20.5103
